MMSI,Suspicious
219016663,2
219016664,0
219016665,10
219016667,0
219016668,0
219016682,1
219016683,0
219016689,0
219016692,0
219016709,0
219016715,0
219016747,0
219016748,0
219016759,13
219016781,0
219016806,0
219016821,0
219016832,1
219016847,0
219016873,4
219016906,0
219016938,19
219016966,0
219016983,0
219017009,0
219017081,0
219017204,0
219017288,0
219017325,0
219017327,0
219017382,0
219017664,1
219017733,0
219017784,0
219017815,0
219017843,0
219017886,0
219017895,1
219017896,0
219017917,0
219017935,0
219017944,0
219017945,0
219017946,0
219017947,0
219018042,0
219018044,0
219018172,8
219018255,0
219018258,0
219018271,25
219018272,0
219018456,0
219018486,0
219018493,0
219018494,0
219018526,0
219018636,0
219018669,5
219018737,0
219018788,0
219018833,0
219018851,11
219018865,0
219018892,0
219018998,0
219019010,0
219019011,0
219019012,0
219019014,1
219019016,0
219019024,0
219019041,1
219019044,0
219019067,0
219019139,2
219019219,0
219019354,0
219019441,0
219019564,0
219019579,8
219019688,0
219019693,0
219019804,0
219019815,0
219019853,0
219019887,27
219019933,0
219019936,6
219020041,0
219020125,0
219020187,0
219020188,0
219020391,0
219020398,3
219020533,0
219020549,0
219020566,0
219020572,0
219020578,0
219020687,0
219020920,0
219021060,0
219021119,0
219021176,0
219021235,0
219021244,0
219021266,0
219021294,0
219021300,0
219021335,0
219021343,0
219021428,0
219021504,0
219021578,1
219021580,0
219021584,2
219021596,2
219021782,0
219021870,0
219022047,0
219022081,0
219022094,1
219022126,2
219022256,2
219022257,14
219022260,0
219022265,0
219022267,0
219022300,3
219022303,0
219022326,0
219022341,0
219022352,0
219022362,0
219022389,0
219022390,0
219022479,2
219022580,0
219022614,0
219022786,0
219022802,0
219022828,0
219022874,18
219022903,19
219023015,0
219023054,0
219023116,0
219023274,0
219023312,0
219023313,0
219023392,0
219023436,0
219023467,0
219023531,17
219023588,0
219023617,0
219023648,3
219023664,0
219023731,0
219023737,0
219023738,0
219023752,0
219023811,0
219023833,0
219023834,0
219023911,0
219023936,0
219023945,2
219024000,0
219024035,0
219024175,1
219024176,1
219024177,1
219024178,2
219024185,0
219024194,0
219024281,0
219024284,0
219024330,0
219024336,1
219024402,0
219024411,0
219024472,0
219024524,0
219024597,0
219024604,0
219024651,0
219024675,1
219024676,0
219024678,0
219024698,0
219024702,0
219024715,0
219024783,0
219024784,1
219024789,0
219024794,0
219024815,0
219024831,0
219024846,0
219024886,0
219024915,2
219024923,0
219024924,4
219024955,0
219025017,0
219025072,0
219025125,0
219025188,0
219025221,0
219025236,0
219025245,0
219025274,0
219025446,0
219025478,0
219025523,0
219025528,0
219025708,0
219025731,0
219025739,0
219025740,0
219025774,0
219025783,0
219025891,0
219025976,0
219025992,0
219026000,5
219026004,0
219026015,0
219026048,0
219026079,0
219026081,0
219026119,0
219026147,0
219026170,0
219026172,0
219026175,0
219026197,3
219026199,0
219026202,0
219026257,0
219026261,4
219026300,0
219026304,0
219026391,0
219026443,0
219026457,0
219026459,0
219026489,0
219026490,0
219026536,0
219026540,0
219026558,0
219026591,0
219026672,0
219026686,0
219026706,0
219026749,0
219026899,0
219027026,0
219027084,0
219027205,0
219027290,0
219027298,0
219027308,7
219027309,15
219027310,0
219027328,0
219027339,0
219027645,0
219027656,0
219027684,0
219027735,0
219027752,0
219027755,0
219027781,0
219027790,0
219027804,0
219027893,0
219027899,0
219027963,0
219027992,0
219028000,0
219028008,0
219028021,0
219028028,0
219028043,0
219028066,0
219028104,0
219028115,0
219028116,9
219028118,0
219028133,5
219028144,0
219028158,0
219028185,0
219028256,0
219028267,0
219028268,0
219028337,0
219028501,0
219028517,0
219028635,0
219028695,0
219028794,0
219028839,3
219028878,0
219028881,0
219028949,0
219028965,0
219028973,0
219029055,0
219029112,0
219029135,0
219029177,0
219029233,0
219029329,0
219029338,0
219029340,0
219029349,0
219029367,0
219029386,0
219029420,0
219029453,0
219029466,0
219029468,0
219029523,0
219029555,0
219029563,0
219029575,0
219029576,0
219029577,2
219029637,0
219029647,0
219029665,0
219029675,0
219029698,3
219029699,0
219029703,0
219029706,0
219029707,0
219029708,0
219029714,0
219029726,0
219029731,0
219029751,0
219029769,8
219029785,0
219029786,0
219029805,0
219029817,0
219029878,0
219029880,0
219029886,0
219029906,0
219029960,0
219029963,0
219030005,0
219030008,0
219030015,0
219030040,0
219030113,0
219030118,0
219030123,0
219030124,0
219030200,0
219030216,0
219030336,0
219030383,0
219030406,0
219030412,0
219030452,0
219030525,0
219030533,0
219030561,0
219030581,0
219030593,3
219030656,0
219030764,0
219030885,0
219030948,0
219031087,0
219031111,0
219031157,0
219031164,0
219031274,0
219031289,0
219031336,3
219031339,0
219031417,0
219031421,0
219031423,0
219031428,0
219031429,0
219031446,0
219031479,0
219031487,15
219031520,0
219031605,0
219031645,0
219031721,0
219031724,0
219031731,0
219031740,0
219031752,0
219031754,0
219031797,0
219031866,0
219031879,0
219032016,0
219032031,0
219032173,0
219032276,0
219032297,0
219032300,0
219032310,0
219032344,0
219032365,0
219032368,0
219032380,0
219032520,0
219032609,0
219032616,0
219032635,0
219032649,0
219032650,0
219032670,0
219032797,3
219032811,0
219032845,0
219032848,0
219032869,0
219032890,0
219032932,1
219032946,0
219032956,2
219032961,0
219032994,0
219032995,0
219033013,0
219033037,0
219033041,0
219033042,0
219033077,0
219033078,0
219033088,0
219033089,0
219033125,0
219033135,0
219033166,2
219033187,0
219033214,0
219033221,0
219033285,0
219033345,0
219033549,0
219033608,0
219033720,0
219033832,0
219033913,0
219034002,0
219034014,0
219034015,0
219034043,0
219034145,0
219034187,0
219034290,0
219034295,0
219034334,0
219034345,0
219034353,0
219034386,0
219034450,0
219036000,8
219043000,0
219044034,0
219045000,0
219063000,0
219065000,0
219076000,7
219105000,6
219106000,2
219111111,0
219111114,0
219113000,4
219115000,0
219123000,0
219158000,0
219159000,0
219164000,2
219166000,2
219167000,0
219168000,0
219170000,0
219173000,0
219186000,0
219203000,0
219230000,4
219236000,0
219244000,5
219250000,0
219262000,0
219281000,12
219298000,6
219299000,0
219304000,13
219309000,0
219313000,3
219329000,0
219333000,0
219340000,0
219348000,9
219355000,1
219358000,8
219370000,0
219381000,0
219385000,0
219387000,2
219419000,1
219421000,1
219423000,7
219429000,0
219435000,22
219437000,13
219438000,0
219439000,0
219440000,0
219448000,0
219449000,0
219455000,0
219459000,0
219461000,5
219464000,4
219472000,0
219501000,0
219523000,3
219531000,0
219538000,0
219543000,45
219551000,0
219560000,12
219570000,0
219573000,3
219590000,0
219592000,2
219613000,0
219615000,0
219616000,0
219622000,5
219630000,0
219668000,0
219669000,0
219670000,0
219679000,0
219705000,13
219709000,0
219730000,0
219775000,12
219777000,0
219783000,0
219786000,4
219787000,0
219793000,0
219794000,0
219796000,0
219798000,0
219801000,0
219812000,0
219814000,0
219825000,0
219837000,0
219849000,0
219850000,0
219862000,0
219871000,0
219872000,0
219904000,0
219921000,1
219923000,0
219944000,0
219945000,4
219948000,0
219959000,0
219965000,0
219997000,0
220000051,0
220000054,0
220001000,0
220003000,0
220018000,2
220024000,1
220038000,0
220043000,0
220046000,0
220051000,0
220053927,0
220068000,1
220071000,0
220072000,0
220076000,0
220076700,0
220088000,0
220092000,0
220099000,0
220100000,0
220114000,0
220135000,0
220138000,0
220141000,0
220181000,0
220192000,0
220204000,2
220205000,0
220223000,0
220225000,2
220228000,0
220256000,0
220257000,0
220259000,0
220272000,0
220276000,0
220278000,0
220279000,0
220282000,0
220283000,0
220295000,0
220304000,0
220307000,0
220317000,0
220323000,0
220329000,0
220333000,0
220334000,0
220336000,0
220339000,0
220341000,0
220343000,0
220345000,0
220349000,0
220352000,1
220356000,1
220359000,0
220368000,0
220383000,0
220428000,0
220431000,1
220432000,0
220434000,0
220435000,0
220436000,0
220464000,8
220466000,0
220474000,0
220476000,2
220490000,0
220507000,1
220544000,0
220614000,2
220622000,0
220625000,0
226341000,0
227120820,0
227939430,0
228233600,0
228467900,0
228468900,0
229070000,0
229203000,12
229248000,0
229399000,0
229446000,110
229631000,8
229716000,1
229720000,25
229732000,8
229849000,0
229983000,0
230039000,3
230042000,8
230091950,9
230187320,0
230351000,0
230352000,9
230617000,10
230642000,9
230644000,0
230649000,17
230683000,1
230687000,1
230688000,0
230690000,1
230693000,0
230697000,4
230698000,0
230700000,4
230719000,0
230942970,0
230981000,10
230987000,7
231025000,0
231048000,0
231074000,0
231075000,0
231234000,5
231336000,0
231355000,0
231789000,0
231800000,4
231807000,0
231809000,0
231848000,0
231852000,2
231859000,0
231872000,0
231875000,0
231884000,0
231887000,0
231898000,0
232003652,2
232005600,0
232005627,0
232008661,0
232008874,0
232009818,0
232010153,0
232018395,0
232020276,0
232020872,0
232024313,2
232025009,9
232025959,1
232027489,0
232051641,1
232053671,0
232054785,0
232419000,0
232746000,0
232866000,0
235003400,0
235003431,0
235006758,0
235008380,1
235009880,1
235033145,0
235060914,1
235074473,0
235078256,0
235081865,0
235089284,14
235091458,0
235094449,0
235100414,0
235102532,0
235103057,2
235106475,0
235108458,0
235108492,0
235108529,0
235112065,0
235113771,0
235116577,0
235116828,0
236108000,7
236111791,0
236111817,0
236111849,0
236112740,0
236306000,15
236509000,0
236553000,0
236734000,1
236744000,1
238056000,0
240894000,0
241283000,0
241489000,0
244020613,21
244024000,1
244026166,0
244036000,1
244061000,0
244086000,0
244090224,0
244090800,9
244110640,0
244130526,0
244130641,2
244140000,0
244150648,1
244201000,1
244246000,0
244251000,0
244281000,4
244335000,0
244341000,0
244468000,0
244475000,0
244482000,9
244519000,8
244534000,0
244575000,0
244580000,0
244582000,0
244590000,0
244613000,1
244621000,0
244641000,0
244642000,5
244643000,0
244645000,0
244678000,0
244703000,6
244710047,0
244710741,0
244710742,0
244710825,0
244712000,0
244723000,0
244724000,0
244736000,2
244740080,0
244750806,0
244750825,0
244780569,2
244790047,6
244790715,0
244810475,0
244828000,3
244830818,0
244834000,0
244850087,2
244853000,13
244855000,64
244860255,0
244860278,0
244860678,0
244870072,0
244870327,0
244880000,0
244890000,1
244890901,0
244944000,10
244967000,0
244994000,0
245015000,0
245043000,0
245050000,6
245057000,0
245073000,0
245088000,3
245147000,13
245180000,3
245190000,1
245226000,6
245230000,0
245242000,1
245257000,0
245279000,3
245286000,3
245313000,0
245338000,7
245341000,0
245371000,0
245399000,0
245404000,0
245455000,0
245457000,0
245466000,2
245489000,0
245535000,1
245618000,34
245662000,9
245693000,0
245746000,3
245808000,1
245809000,0
245816000,0
245864000,0
245875000,0
245901000,2
245909000,0
246058000,0
246061000,24
246065000,0
246100000,0
246133000,3
246134000,0
246135000,1
246141000,2
246179000,0
246188000,0
246191000,0
246262000,0
246375000,0
246375001,0
246389000,0
246415000,3
246443000,0
246478000,0
246479000,0
246521000,1
246556000,19
246566000,0
246575000,0
246607000,0
246620000,10
246645000,10
246651000,0
246669000,4
246697000,0
246702000,0
246765000,2
246766000,3
246776000,0
246777000,0
246782000,11
246793000,0
246818000,0
246819000,0
246823000,0
246830000,0
246846000,1
246852000,0
246854000,0
246867000,25
246878000,4
246910000,0
246924000,0
246925000,0
246954000,0
247019600,0
247379500,0
247386800,0
247389200,11
248020000,1
248153000,0
248219000,0
248713000,0
248789000,4
248886000,156
248888000,0
248910000,0
248941000,2
248993000,49
249127000,0
249145000,3
249255000,0
249302000,0
249637000,0
249658000,1
249706000,0
249803000,0
249904000,0
249923000,0
249934000,6
249960000,0
250004214,0
250005692,0
251267110,0
251848740,0
253000045,0
253000046,0
253747000,1
255705000,29
255769000,1
255792000,0
255801270,0
255802570,0
255802940,0
255802950,81
255803560,11
255805390,0
255805568,1
255805594,0
255805640,0
255805881,0
255805899,0
255805916,8
255805952,5
255805955,0
255805956,0
255806113,0
255806151,1
255806175,0
255806206,0
255806224,5
255806258,2
255806300,1
255806310,0
255806328,4
255806353,0
255806357,0
255806364,1
255806370,0
255806390,4
255806436,14
255806457,0
255806464,1
255806476,0
255806484,8
255806525,1
255807000,0
255814000,1
255815000,17
255915000,0
255915569,0
255915582,0
255915583,0
255915584,0
255915599,0
255915667,0
255915675,0
255915721,0
255915790,0
255915839,5
255915873,0
255915883,2
255915890,12
255915968,0
255915969,0
255954000,21
256227000,0
256242000,1
256247000,0
256336000,0
256380000,0
256434000,1
256717000,9
256883000,5
256959000,0
257027910,0
257031080,0
257035870,0
257048860,0
257058070,0
257064430,0
257067970,2
257076850,1
257100000,0
257101030,0
257102400,0
257115000,2
257136000,10
257141000,6
257182000,23
257186000,0
257206000,0
257207000,3
257273000,0
257278000,0
257286400,0
257306000,2
257339000,0
257377000,0
257385000,0
257437000,0
257461000,0
257475000,0
257477000,0
257561000,0
257562000,0
257574500,0
257581000,0
257600000,0
257608500,0
257637000,0
257667000,9
257687000,0
257708000,3
257737000,24
257739000,0
257742000,2
257754000,0
257755600,0
257759000,0
257769000,0
257782000,16
257786000,0
257819000,0
257836000,4
257861000,0
257895000,0
257896000,0
257898920,0
257941000,0
257959000,0
257960000,0
257980000,0
257998000,0
258004880,0
258027740,0
258035000,4
258042000,5
258045000,0
258055000,0
258076020,0
258092000,2
258124000,0
258129000,0
258152000,0
258269500,0
258283000,0
258349500,0
258498000,0
258514000,0
258542000,0
258572000,0
258637000,0
258656000,0
258687000,0
258715000,22
258761000,0
258824000,0
258825000,0
258849000,7
259027440,0
259028800,0
259034000,6
259040100,0
259041636,0
259110000,40
259128000,0
259196000,0
259210000,0
259222000,7
259255000,1
259305000,0
259372000,0
259490000,6
259622000,0
259859000,0
259959000,2
261000338,0
261000890,0
261002160,0
261002545,0
261003012,0
261003060,0
261003280,0
261003710,0
261004881,1
261005510,0
261006090,0
261013470,1
261018330,0
261018880,1
261023690,0
261045050,0
261061000,0
261099060,0
261275000,1
261535000,0
265001160,0
265002000,0
265003020,0
265007000,0
265012140,2
265017000,0
265019000,0
265026000,0
265027530,0
265028000,0
265029700,0
265029730,0
265031000,12
265031100,0
265032000,8
265032380,0
265034000,3
265035000,0
265035670,0
265036400,1
265036420,0
265038960,0
265041000,1
265042000,10
265043000,0
265044960,0
265048110,0
265049000,0
265051000,13
265051120,0
265053350,0
265054000,0
265056000,0
265066900,0
265069820,0
265177000,5
265410000,4
265411000,234
265412000,0
265463000,6
265500780,0
265501910,0
265502370,0
265504660,0
265504690,0
265504700,0
265507770,0
265509950,0
265511420,0
265511430,0
265511440,0
265513140,0
265513270,0
265513320,0
265513470,0
265513810,0
265514130,0
265514800,0
265514840,0
265518160,0
265519650,0
265522210,0
265522220,0
265522230,0
265522240,0
265522490,0
265522730,0
265523240,0
265523410,0
265524530,0
265526690,0
265527020,0
265527030,0
265527470,0
265527920,0
265531630,0
265542540,0
265547110,0
265547210,0
265547220,0
265547230,0
265547250,0
265547940,0
265549760,5
265550210,0
265551160,0
265563720,0
265565690,0
265568080,0
265570730,0
265571320,0
265572330,0
265573140,0
265579090,0
265581970,1
265586780,0
265586950,0
265586990,0
265588470,0
265592200,0
265594380,0
265595430,0
265600320,0
265606380,0
265607090,0
265608060,0
265610040,0
265610940,0
265610950,1
265611700,0
265621060,0
265627630,0
265650950,0
265650970,0
265674430,3
265675210,0
265675230,0
265688640,0
265693500,0
265695200,0
265695220,0
265696090,0
265698660,0
265698740,2
265703000,0
265704020,0
265708710,0
265714480,0
265723950,0
265724000,0
265724260,0
265732860,0
265738540,0
265739650,0
265754000,0
265755000,0
265756000,0
265757700,0
265761380,0
265768840,0
265768850,0
265768860,0
265779630,0
265781150,0
265781890,0
265787380,0
265788680,0
265793620,0
265797830,22
265798050,0
265807560,0
265810550,0
265812160,0
265812560,0
265816840,0
265821600,0
265826420,0
265828500,0
265829020,0
265831090,0
265859000,20
265866000,4
265874000,6
265952000,0
265960000,0
266052000,0
266057000,0
266065000,1
266066000,0
266076000,0
266128000,0
266139000,0
266143000,0
266145000,0
266155000,0
266163000,0
266166000,0
266169000,0
266186000,0
266203000,0
266212000,0
266220000,3
266235000,1
266239000,12
266262000,11
266266000,0
266274000,0
266288000,0
266322000,0
266331000,16
266332000,0
266336000,0
266343000,8
266348000,0
266365000,0
266367000,0
266381000,0
266388000,0
266394000,0
266413000,0
266416000,7
266428000,0
266436000,0
266437000,0
266452000,0
266458000,0
266460000,0
266461000,0
266465000,26
266467000,0
266468000,6
266470000,2
266472000,0
266473000,0
266475000,3
268246900,0
268249201,2
268251601,0
269112910,0
271001075,0
271050642,0
273215210,1
273258520,0
273612270,3
273613750,0
275334000,1
275497000,0
275504000,0
275511000,1
275515000,1
275518000,0
275523000,2
275539000,1
275540000,3
275541000,0
275545000,0
275546000,0
275549000,0
277354000,0
277399000,2
277408000,26
277550000,1
277584000,0
291001876,0
304010297,0
304011025,2
304011029,0
304021000,0
304047000,2
304081008,0
304146000,0
304196000,0
304217000,7
304219000,0
304220000,0
304244000,0
304264000,0
304323000,2
304374000,6
304559000,2
304571000,1
304633000,0
304778000,5
304783000,0
304819000,3
304829000,1
304855000,0
304932000,0
